,Average EVI,Average NDWI,Average MSAVI,Average Rainfall,lon,lat,Drought_Severity
61,0.505946943,0.174158069,0.65337791,1.555860274,74.44590574,16.86050732,1
62,0.43561016399999997,0.10501104,0.593396813,1.555860274,74.44162635,16.88106362,1
63,0.4524388,0.166275489,0.605219582,2.113857534,75.60157751,21.02071421,0
64,0.46097070100000004,0.146269263,0.610894038,2.120054795,75.60535406,21.02153542,0
65,0.41936881,0.11351775900000001,0.567302886,2.120054795,75.60786461,21.02159551,0
66,0.471125074,0.17069203,0.616552064,2.120054795,75.60374474,21.02041376,0
67,0.42598308100000004,0.136321547,0.5745242389999999,2.120054795,75.60672735,21.02029358,0
68,0.40042456200000004,0.101924655,0.544752076,2.120054795,75.60771441,21.02043379,0
69,0.384826757,0.140789888,0.535919018,2.11050411,75.59885239,21.01992303,0
70,0.477001819,0.18318341800000001,0.6207784120000001,2.116558904,75.6004188,21.01882139,0
71,0.41849736,0.079451864,0.566403121,2.120054795,75.60262894,21.01878133,0
72,0.386797512,0.110751696,0.538795922,2.120054795,75.60496782,21.01887146,0
73,0.488890595,0.18120102,0.630641837,2.120054795,75.60666298,21.01945233,0
74,0.48325419700000005,0.16793466,0.637309311,2.11050411,75.59078511,21.02177661,0
75,0.43324075700000003,0.13415612,0.585831209,2.11050411,75.59059199,21.02175658,0
76,0.475285688,0.148005478,0.6171288429999999,2.11050411,75.58878955,21.02116571,0
77,0.45041132700000003,0.142139677,0.600174209,2.11050411,75.59027013,21.01993389,0
78,0.410676406,0.11118204699999999,0.5625090779999999,2.11050411,75.59063491,21.01893239,0
79,0.46275266200000004,0.14040349,0.6064945429999999,2.11050411,75.59327420000001,21.02087528,0
80,0.361796269,0.089361355,0.51133203,2.11050411,75.58818873,21.01885227,0
81,0.462961059,0.151536949,0.614351126,2.11050411,75.58932599,21.01835152,0
82,0.360135741,0.080779629,0.50865901,2.120054795,75.61232678,21.02460017,0
83,0.44870039899999997,0.136981829,0.600136053,2.120054795,75.61234823,21.023869100000002,0
84,0.391359458,0.102691823,0.538860961,2.120054795,75.61627499,21.02470032,0
85,0.29537415100000003,0.054094612,0.441499774,2.120054795,75.61730496,21.02167589,0
86,0.34466049299999996,0.083681048,0.491806081,2.120054795,75.6172835,21.02425967,0
87,0.46385162799999996,0.126864521,0.607684255,2.120054795,75.6105887,21.02228679,0
88,0.41507802299999996,0.10334250099999999,0.564754998,2.120054795,75.61481587,21.02310799,0
89,0.38189977700000005,0.10661352800000001,0.529824544,2.102224658,75.62248026,21.07231445,0
90,0.389093476,0.114536493,0.537513998,2.102224658,75.62887465,21.07195404,0
91,0.39618259299999997,0.108938328,0.5423089329999999,2.102224658,75.62329565,21.06859017,0
92,0.38181772399999997,0.10917810900000001,0.533446153,2.102224658,75.64164196,21.07025209,0
93,0.37845826200000005,0.11803996,0.5258725329999999,2.102224658,75.64646994,21.06938109,0
94,0.264458194,0.006807891,0.40439319799999995,1.6466821919999999,76.45322643,18.39169145,1
95,0.38838675899999997,0.11227692800000001,0.530786935,1.631147945,75.94898429,19.84340488,0
96,0.38242263,0.123347339,0.521957637,1.631147945,75.94545624,19.83589101,0
97,0.387129591,0.089829647,0.539493619,1.576169863,76.00346286,19.89777513,0
98,0.296940993,0.054433614000000005,0.436527943,1.677361644,76.51072056,18.40586977,1
99,0.375994117,0.09587876599999999,0.5198341470000001,1.6169287669999999,76.18519569,19.89438608,0
100,0.333044581,0.086708711,0.484758921,1.6231726030000002,75.24503494,19.92017351,0
101,0.39735433200000003,0.12756653199999998,0.540081525,1.575994521,76.13096968,19.95789478,0
102,0.328874701,0.021404657,0.47933756899999996,1.7430164380000002,76.42414149,20.03708348,0
103,0.43228443899999996,0.122938151,0.578263537,1.5614246580000002,75.79037248,19.84427857,0
104,0.323884671,0.055373440999999995,0.469163444,1.632490411,76.50273928,18.36996792,1
105,0.36922339299999996,0.039373327,0.516577547,1.654586301,76.64434438,18.37664814,1
106,0.257603922,0.024056256,0.389676879,1.632490411,76.51537516,18.36198117,1
107,0.43263689,0.10681025,0.584513673,1.5555780819999998,76.41877581,18.34171033,1
108,0.364984123,0.078208238,0.51003408,1.3243917809999999,76.66594328,18.41775668,1
109,0.364984123,0.078208238,0.51003408,1.7249095890000001,76.66594328,18.41775668,1
110,0.300068228,0.045362808,0.44049201299999996,1.598758904,75.99615906,19.9614623,0
111,0.36329010899999997,0.060582459000000005,0.508402948,1.617484932,76.61778214,18.33976748,1
112,0.301439296,0.036120072,0.441498316,1.633994521,76.44774835,18.41327288,1
113,0.39001445,0.08754775,0.546310611,1.640328767,76.59980478,18.4372583,1
114,0.397742506,0.127817819,0.5406520020000001,1.640328767,76.59142398,18.44059096,1
115,0.28281462,-0.008514228,0.426014671,1.6507424659999999,76.48322335,18.42766707,1
116,0.40607808,0.10145749300000001,0.556013292,1.617484932,76.62406849,18.32412661,1
117,0.36590031,0.115473705,0.511673587,1.631147945,75.94646859,19.8475351,0
118,0.385563694,0.101364276,0.534447332,1.6018931509999998,76.34750938,19.93588972,0
119,0.327894081,0.029948921,0.478657791,1.5881643840000002,75.95325438,19.81927981,0
120,0.19904269300000002,-0.048456213,0.324917998,1.632490411,76.53221159,18.39528275,1
121,0.457760648,0.163441642,0.602867225,1.632490411,76.54596021,18.38736195,1
122,0.214738403,-0.09050207800000001,0.345780862,1.857753425,75.67400212,26.929716600000003,0
123,0.334246058,0.037311562,0.47959674399999996,1.7587780819999999,75.29204909,19.90550876,0
124,0.105561978,-0.092182178,0.189675777,0.599821918,70.94682729,26.91212384,0
125,0.42625838299999996,0.131773468,0.574778761,1.632490411,76.53926498,18.3965978,1
126,0.31839929699999997,-0.005561569000000001,0.461003249,1.134013699,74.70961325,19.09956186,1
127,0.44796394700000003,0.143996439,0.599737611,1.632490411,76.54167220000001,18.38944221,1
128,0.122426935,-0.09678829300000001,0.21679363699999998,0.601216438,70.95533422,26.923644,0
129,0.137751336,-0.071892031,0.239111378,1.468221918,75.9624878,17.65547905,1
130,0.200369472,-0.047337867,0.326847187,1.295210959,75.73270666,19.00029669,1
131,0.323797462,0.03881724,0.474789067,1.323564384,75.73270666,19.00029669,1
132,0.19001374899999998,-0.069827742,0.312274479,1.332457534,75.71243657,18.98528725,1
133,0.212588928,-0.089706558,0.340992465,1.332457534,75.72070934,18.98713885,1
134,0.238792043,-0.033041783,0.376059332,1.654586301,76.60695287,18.38095372,1
135,0.270118523,-0.008556548,0.414327141,1.654586301,76.60834641,18.38028952,1
136,0.29935932,-0.066288032,0.449890866,1.860391781,73.71112508,20.01430942,0
137,0.340483527,-0.013613927,0.49308949399999996,1.853306849,73.71112508,20.01430942,0
138,0.393656499,0.027414766,0.550337131,1.687953425,73.71353583,19.95904677,0
139,0.36804117399999997,0.09329128099999999,0.51279382,1.6045561640000001,76.53420993,18.34457052,1
